Type,Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude
Classified Hotels( 1-5 Star),HOTEL CASAMARA,"NO.12, KATUGODELLA VIDIYA, KANDY.",33,B,Kandy,Kandy,Kandy,80.63721,7.293367
Classified Hotels( 1-5 Star),HOTEL YAPAHUWA PARADISE,"KINGDOM ROAD,YAPAHUWA,MAHO",20,B,Kurunegala,Mahawa,Mahawa,80.305903,7.82901
Classified Hotels( 1-5 Star),RANDHOLEE RESORTS,"HEERASSAGALA, BOWALAWATTE, KANDY",25,C,Kandy,Kandy,Kandy,80.616914,7.2631411
Classified Hotels( 1-5 Star),SERENE GARDEN HOTEL,"NO. 189, RAJAPIHILLA MAWATHA, KANDY",35,C,Kandy,Kandy,Kandy,80.6441223,7.2848598
Classified Hotels( 1-5 Star),WILA SAFARI HOTEL,"PANNEGAMUWA,WEERAWILA",10,C,Hambantota,Thissamaharama,Thissamaharama,81.236615,6.293125
Classified Hotels( 1-5 Star),WINDSOR HOTEL,"NO.02, KANDY ROAD, NUWARA ELIYA.",50,C,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya,80.770061,6.970741
Classified Hotels( 1-5 Star),HOTEL ATHGIRI,"NO. 344-350, KANDY ROAD, KURUNEGALA",23,C,Kurunegala,Kurunegala,Kurunegala,80.372245,7.479005
Classified Hotels( 1-5 Star),MIRIDIYA HOTEL,"WASALA DATHTHA MAWATHA, ANURADHAPURA",40,C,Anuradhapura,Anuradhapura,Anuradhapura East,80.4185724,8.3314154
Classified Hotels( 1-5 Star),LADY HILL,"NO. 29,UPPER DICKSON ROAD, GALLE",15,C,Galle,Galle,Galle,80.218668,6.038658
Classified Hotels( 1-5 Star),GIRITALE HOTEL,"NATIONAL HOLIDAY RESORT, GIRITALE",40,C,Polonnaruwa,Polonnaruwa,Polonnaruwa,80.927946,7.997114
Classified Hotels( 1-5 Star),SANMIRA RENAISSANCE,"MATARA ROAD, UNAWATUNA",20,B,Galle,Habaraduwa,Galle,80.255045,6.006051
Classified Hotels( 1-5 Star),OMEGA REGENCY,"NO. 324, GALLE ROAD, COLOMBO 06",15,C,Colombo,Colombo,Colombo,79.862086,6.869123
Classified Hotels( 1-5 Star),CHAAYA WILD YALA,"P.O. BOX. 01, KIRINDA, TISSAMAHARAMA",61,A,Hambantota,Hambantota,Hambantota,81.405281,6.259168
Classified Hotels( 1-5 Star),CHAAYA TRANZ HOTEL,"P.O. BOX. 01, GALLE ROAD, HIKKADUWA.",150,A,Galle,Hikkaduwa,Hikkaduwa,80.100753,6.131353
Classified Hotels( 1-5 Star),HOTEL NELLY,"NO. 84, 02ND CROSS STREET, VAUNIYA",20,C,Vavuniya,Vavuniya,Vavuniya,80.499954,8.751378
Classified Hotels( 1-5 Star),THE KINGSBURY,"NO 48, JANADHIPATHI MAWATHA, COLOMBO 01",229,A,Colombo,Colombo,Colombo,79.84247,6.933232
Classified Hotels( 1-5 Star),THE GRAND KANDYAN,"89/10,LADY GORDONS DRIVE, KANDY",100,A,Kandy,Kandy,Kandy,80.634571,7.3024019
Classified Hotels( 1-5 Star),CINNAMON RED COLOMBO,"NO:59, ANANDA COOMARASWAMY MAWATHA, COLOMBO 03.",243,B,Colombo,Colombo,Colombo,79.8530983,6.912114
Classified Hotels( 1-5 Star),SHANGRI-LA S HAMBANTOTA RESORT & SPA,"SITTRAKALA WATTA, CHITHRAGALA, AMBALANTOTA",300,A,Hambantota,Ambalantota,Ambalantota,81.0638697,6.1120643
Classified Hotels( 1-5 Star),MIRAGE HOTEL,"NO: 61, MOORS ROAD, MARINE DRIVE, WELLAWATTE, COLOMBO 06",60,B,Colombo,Colombo,Colombo,79.8565303,6.8705488
Classified Hotels( 1-5 Star),THE OCEAN COLOMBO,"NO-40, MELBOURNE AVENUE, COLOMBO 04.",49,C,Colombo,Colombo,Thimbirigasyaya,79.8530075,6.8853104
Classified Hotels( 1-5 Star),EARLS REGENT HOTEL,"NO. 1/40, DEVENIRAJASINGHE ROAD, PERADENIYA,KANDY",60,B,Kandy,Kandy,Kandy,80.610734,7.283476
Classified Hotels( 1-5 Star),FAIRVIEW HOTEL,"NO:27, RAMKRISHNA ROAD, WELLAWATTE, COLOMBO 06",50,B,Colombo,Colombo,Colombo,79.861298,6.865486
Classified Hotels( 1-5 Star),RIU HOTEL,"GALLE ROAD, AHUNGALLE",501,A,Galle,Galle,Galle,80.0310513,6.30957
Classified Hotels( 1-5 Star),ANANTAYA RESORT & SPA,"COCOUNT BOARD ROAD,PASSEKUDAH,KALKUDAH",51,A,Batticaloa,Batticaloa,Batticaloa,81.5499112,7.9315158
Classified Hotels( 1-5 Star),ANANTARA PEACE HEAVEN RESORT,"GOYAMBOKKA ESTATE,TANGALLE",152,A,Hambantota,Hambantota,Hambantota,80.783869,6.012477
Classified Hotels( 1-5 Star),TANGERINE BEACH HOTEL,"DR ABREW ROAD,WASKADUWA,KALUTHARA",179,B,Kalutara,Kalutara,Kalutara,79.9472113,6.608101
Classified Hotels( 1-5 Star),BEST WESTERN ELYON COLOMBO,"102A, KIRULAPONE AVENUE, BASELINE ROAD, COLOMBO 05.",52,B,Colombo,Colombo,Colombo,79.8740663,6.883736
Classified Hotels( 1-5 Star),CINNAMON BEY,"MORAGOLLA BEACH,BERUWALA",200,A,Kalutara,Kalutara,Kalutara,79.9768792,6.4522247
Classified Hotels( 1-5 Star),PEARL GRAND HOTEL,"#09,EDWARD LANE,COLOMBO 03.",90,C,Colombo,Colombo,Colombo,79.8531936,6.8961858
Classified Hotels( 1-5 Star),OCEAN EDGE SUITES,"24,10TH LANE,MARINE DRIVE,COLOMBO3",78,B,Colombo,Colombo,Colombo,79.8499153,6.898455
Classified Hotels( 1-5 Star),COCO ROYAL BEACH,"WASKADUWA, KALUTHARA NORTH",70,B,Kalutara,Kalutara,Kalutara,79.9449985,6.6137006
Classified Hotels( 1-5 Star),PARADISE BEACH HOTEL,"NO:289, LEWIS PLACE,NEGOMBO",61,C,Gampaha,Gampaha,Gampaha,79.8386973,7.231262
Classified Hotels( 1-5 Star),COLOMBO COURTYARD,"435,R.A DE MEL MAWATHA,COLOMBO 03",32,B,Colombo,Colombo,Colombo,79.8542653,6.897765
Classified Hotels( 1-5 Star),HOTEL JANAKI,"43, FIFE ROAD, THIMBIRIGASYAYA,COLOMBO 05",43,C,Colombo,Colombo,Colombo,79.8676014,6.8907555
Classified Hotels( 1-5 Star),VILLA OCEAN VIEW,"200/1, MOLLIGODAWATTA,WADDUWA",143,C,Kalutara,Kalutara,Kalutara,79.9286243,6.6552759
Classified Hotels( 1-5 Star),SHANGRI- LA HOTEL COLOMBO,"NO-01, CENTRE ROAD, GALLE FACE, COLOMBO 02",541,B,Colombo,Colombo,Colombo,79.844619,6.928216
Classified Hotels( 1-5 Star),PANDANUS BEACH RESORT & SPA,"GALLE ROAD,YALEGAMA,INDURUWA 80510",76,B,Galle,Galle,Galle,80.0076288,6.3797342
Classified Hotels( 1-5 Star),JETWING LAKE,"WIJEKUMARATHUNGA MAWATHA,YAPAGAMA,DAMBULLA.",94,A,Matale,Matale,Matale,80.6465143,7.839867
Classified Hotels( 1-5 Star),THE LAKESIDE AT NUWARAWEWA,"NEW TOWN,ANURADHAPURA",70,B,Anuradhapura,Anuradhapura,Anuradhapura East,80.4129173,8.337355
Classified Hotels( 1-5 Star),THE SANCTUARY AT TISSAWEWA,"OLD TOWN,ANURADHAPURA",22,B,Anuradhapura,Anuradhapura,Anuradhapura East,80.3879227,8.3423584
Classified Hotels( 1-5 Star),OZO KANDY,"NO31,SARANANKARA ROAD,KANDY",122,B,Kandy,Kandy,Kandy,80.6405117,7.2883697
Classified Hotels( 1-5 Star),THE GOLDEN CROWN HOTEL,"322,UDAGAMA,AMPITIYA",63,B,Kandy,Gagawata Koralya,Gagawata,80.655418,7.277162
Classified Hotels( 1-5 Star),GRAND UDAWALAWE SAFARI RESORT,"NO 912, THANAMALVILA ROAD,UDAWALAWA",57,A,Ratnapura,Udawalawa,Embilipitiya,80.8040993,6.419811
Classified Hotels( 1-5 Star),LAVANGA RESORT AND SPA,"GALLE ROAD,PATHUWATHA,HIKKADUWA",20,B,Galle,Hikkaduwa,Hikkaduwa,80.1175713,6.115437
Guest Houses,ALMAMALI HOTEL,"HEDAKETIYA,ANGUNUKOLAPELESSA",12,B,Hambantota,Batticaloa,Angunakolapelessa,80.8983713,6.164142
Guest Houses,BUWANEKA HOTEL AND RESTAURANT,"NO 01,DAMBULLA ROAD,KURUNEGALA",7,B,Kurunegala,Kurunegala,Kurunegala,80.3626379,7.4893989
Guest Houses,HOTEL LAGOON PARADISE,"NO. 12/7,RAJAWATTE,PAMUNUGAMA",8,A,Gampaha,Negombo,Negombo,79.838623,7.135494
Guest Houses,AMBASEVANA WALAUWA,"ARANAYAKE ROAD,USSAPITIYA,KEGALLE.",7,A,Kegalle,Kegalle,Aranayaka,80.442372,7.248193
Guest Houses,ACME GUEST HOUSE,"NO.90,POLONNARUWA ROAD,HABARANA",5,B,Polonnaruwa,Polonnaruwa,Polonnaruwa,,
Guest Houses,AHANGAMA EASY BEACH,"NO.12,AHANGAMA GALLE.",8,A,Galle,Habaraduwa,Habaraduwa,,
Guest Houses,SHANGRELA BEACH RESORT,"38, SEA BEACH ROAD, AMBALANGODA",19,B,Galle,Ambalangoda,Galle,80.051208,6.237265
Guest Houses,GRAND CROWN HOTEL,"891,MILAGAS JUNCTION,ANURADHAPURA",10,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.4063884,8.3208563
Guest Houses,SAKURA TOURIST INN,"7/1,OLD STATION ROAD,MOUNT LAVINIA.",12,B,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia,,
Guest Houses,JAYALATH INN,"NO.269,WELIGAMPITIYA, JAELA",6,C,Gampaha,Gampaha,Ja-Ela,79.894116,7.068365
Guest Houses,NUGASEWANA EDEN GUEST HOUSE AND RESTAURANT,"""NUGASEWANA"",PALLIKKUDAWA,TANGALLE.",6,B,Hambantota,Tangalle,Tangalle,80.788431,6.017925
Guest Houses,VIVEKA GUEST HOUSE,"64,NORTH LAKE ROAD,KURUNAGALA.",5,A,Kurunegala,Kurunegala,Kurunegala,80.364746,7.496378
Guest Houses,HOTEL NATURE GARDENS,"NO.31,KANDY ROAD,YAKKALA",9,A,Gampaha,Gampaha,Gampaha,,
Guest Houses,JULIANA HOTEL,"NO.316,GALLE ROAD,COLOMBO 3",51,A,Colombo,Colombo,Colombo,79.850259,6.90929
Guest Houses,FINOMINAL GUEST,"MULANAGODA ROAD, ANGUNUKOLAPELASSA.",6,A,Hambantota,Angunakolapelessa,Angunakolapelessa,,
Guest Houses,THALAGALA HOLIDAY INN,"222/A,THALAGALAWATTA ROAD,KIRIWATTUDUWA.",9,B,Kalutara,Horana,Horana,,
Guest Houses,HOTEL RAJIU PALACE,"NO. 69, GREEN STATE, BINGIRIYA",12,A,Kurunegala,Bingiriya,Bingiriya,,
Guest Houses,THE BLUE MAGPIE,"KUDAWA WEDDAGALA, KALAWANA",12,A,Ratnapura,Ratnapura,Kalawana,80.417373,6.443468
Guest Houses,RAMBODA FALLS HOTEL,"76, ROCK FALL ESTATE, NUWARA ELIYA ROAD, RAMBODA",24,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya,80.698155,7.055811
Guest Houses,LAKE LODGE GUEST HOUSE,"NO.20, ALWIS TERRACE, COLOMBO 03.",13,A,Colombo,Colombo,Thimbirigasyaya,79.854373,6.914976
Guest Houses,ASNARA VILLAGE,"MORAGASWEWA,HABARANA.",12,A,Polonnaruwa,Hingurakgoda,Hingurakgoda,80.779024,8.031269
Guest Houses,POLWATHTHA ECO-LODGES,"69/1, WEPATHANA, GOMAGODA.",5,B,Kandy,Kandy,Kundasale,80.73704,7.326892
Guest Houses,HOTEL SANDA DIYA,"POLONNARUWA ROAD,PELWEHERA,DAMBULLA.",6,A,Matale,Dambulla,Dambulla,80.677257,7.910221
Guest Houses,NEW PANORAMA,"NO 302/1, MARADANA ROAD, MORAGALLA, BERUWALA",9,B,Kalutara,Beruwala,Beruwala,79.97774,6.457364
Guest Houses,BATTICALOA HOLIDAY RESORT,"KALMUNAI MAIN ROAD, KALUWANCHIKUDI",7,A,Batticaloa,Batticaloa,Batticaloa,,
Guest Houses,MARINA BENTOTA,"PARADISE ISLAND, NATIONAL HOLIDAY RESORT, BENTOTA.",13,A,Galle,Bentota,Benthota,79.994808,6.428809
Guest Houses,PEARL CLIFF HOTEL,"NO.25C, BROWNS HILL, MATARA",10,A,Matara,Matara,Matara,80.565161,5.942197
Guest Houses,HOTEL REHANS,KANDALAMA MIRIGAMA,6,A,Gampaha,Gampaha,Mirigama,,
Guest Houses,CANTALOUPE VILLAS,"MATARA ROAD, PALATUGAHA JUNCTION, HABARADUWA",16,A,Galle,Habaraduwa,Habaraduwa,80.294133,5.994196
Guest Houses,ROYAL GARDEN GUEST HOUSE,"200,HOROWAPOTHANA ROAD,VAVUNIYA",5,B,Vavuniya,Vavuniya,Vavuniya,80.501698,8.754049
Guest Houses,DAMPE VILLAGE,"222,DAMPE,MADAPATHA.",11,A,Colombo,Kesbewa,Kesbewa,79.915921,6.771875
Guest Houses,LUFORTUNE,"NO.108,108/1,108/B, SIRIBOPURA, HAMBANTOTA.",10,B,Hambantota,Hambantota,Hambantota,,
Guest Houses,JASMINE INN,"MATARA ROAD, TALPE",12,B,Galle,Habaraduwa,Habaraduwa,80.266027,5.999494
Guest Houses,HOTEL CANOLACK,"NO.10,PILANA ROAD,HABARADUWA.",8,A,Galle,Habaraduwa,Habaraduwa,,5.99471
Guest Houses,AQUA PEARL LAKE RESORT,"201, GALKANUWA ROAD, GORAKANA MORATUWA",20,A,Colombo,Moratuwa,Moratuwa,79.909622,6.763687
Guest Houses,AQUARIUS RESORT,"BEACH ROAD, MARAWILA.",20,A,Puttalam,Puttalam,Mahawewa,,
Guest Houses,SEA PORT GUEST HOUSE,"NO.70, ETHUKALA, NEGOMBO",10,A,Gampaha,Negombo,Negombo,79.841867,7.240334
Guest Houses,BRIGHTEN REST,"214/2, MESSENGER STREET , COLOMBO 12",24,A,Colombo,Colombo,Colombo,79.863959,6.94154
Guest Houses,COTTAGE TOURIST REST,"388/38, HARISCHANDRA MAWATHA, ANURADHAPURA",6,B,Anuradhapura,Anuradhapura,Anuradhapura East,80.416088,8.332007
Guest Houses,SHESHESU GUEST HOUSE & WEDDING HALL,"SHESHESU GUEST HOUSE,OLD BATAPOLA ROAD,KURUDUGAHA HATAPMA,ELPITIYA.",6,B,Galle,Ambalangoda,Karandeniya,,
Guest Houses,SHEHARA HOTEL,"KOLAWAGAHAKANATHTHA,KOMANGODA,THIHAGODA.",5,B,Matara,Thihagoda,Thihagoda,,
Guest Houses,GIHANS FAMILY RESTAURANT AND GUEST,"NO 90, S. D. S JAYASINGHE MAWATHA, KOHUWALA",5,B,Colombo,Dehiwala-Mount Lavinia,Colombo,79.908237,6.857903
Guest Houses,LINROSE HOTEL,"175/1, KANDY ROAD, ALUTHGAMA, BOGAMUWA, YAKKALA",9,A,Gampaha,Gampaha,Gampaha,80.048479,7.109119
Guest Houses,DHARSHANA RESTAURANT,"MATARA ROAD, MAKANDURA",5,B,Matara,Mulatiyana,Mulatiyana,80.556558,6.138621
Guest Houses,VILLA YASMIN,"VILLA YASMIN, MARADANA ROAD, MORAGALLA, BERUWALA",6,A,Kalutara,Beruwala,Kalutara,,
Guest Houses,JADE WAY HOTEL & RESORT,"VIDYALOKA MAWATHA, PALLEGAMA EMBILIPITIYA",11,B,Ratnapura,Embilipitiya,Embilipitiya,,
Guest Houses,MONREPO GUEST HOUSE AND RESTAURANT,"NO 107, GALA JUNCTION KANDY ROAD KIRIBATHGODA",17,B,Gampaha,Mahara,Gampaha,79.932947,6.984369
Guest Houses,THE OTHER CORNER,"LAKSIRIGAMA, PALIGASWEWA, HABARANA",9,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.742822,8.038626
Guest Houses,NEW KOTHMALE HOLIDAY RESORT,"RIVER SIDE,MAWATURA,GAMPOLA.",5,A,Kandy,Gampola,Kandy,80.594895,7.063906
Guest Houses,HOTEL GREEN PALACE,"57/30, NITTAMBUWA ROAD, VEYANGODA",15,A,Gampaha,Attanagalla,Attanagalla,,
Guest Houses,WAGON WHEEL,"245/1, HILL HOUSE GARDENS,DEHIWALA.",5,A,Colombo,Dehiwala-Mount Lavinia,Dehiwala,79.866431,6.851757
Guest Houses,JAFFNA REST,"NO.16.RAJESHWARI WEETHI,NAYANAMARKADU,JAFFNA.",5,B,Jaffna,Jaffna,Thirukkovil,,
Guest Houses,SOUTH STAR HOTEL,"KABALANA ROAD,KATHALUWA,AHANGAMA.",12,A,Galle,Habaraduwa,Habaraduwa,,
Guest Houses,SOBA LANKA HOLIDAY RESORT,"BALAWATTALA ROAD, MELSIRIPURA.",9,B,Kurunegala,Ibbagamuwa,Ibbagamuwa,80.505763,7.626349
Guest Houses,NEW WADDUWA BEACH RESORT,"NO 14, RATHNAYAKA PLACE, THALPITIYA SOUTH, WADDUWA",11,A,Kalutara,Panadura,Panadura,79.922276,6.673997
Guest Houses,COLOMBO SWIMMING CLUB,"STORM LODGE, NO 148, GALLE ROAD, COLOMBO 03",17,A,Colombo,Colombo,Thimbirigasyaya,79.847602,6.914766
Guest Houses,RIVERDALE VILLAS,"NO 46, GALLE ROAD, MORAGALLA, ALUTHGAMA",8,A,Kalutara,Beruwala,Beruwala,79.990433,6.445542
Guest Houses,NITHILA INN,"228/J, BANDARAGAMA ROAD, KESBEWA",6,B,Colombo,Kesbewa,Kesbewa,79.940755,6.794258
Guest Houses,DIL REST,"RATNAPURA ROAD, GURUGODA, HORANA",6,A,Kalutara,Horana,Horana,80.099906,6.730412
Guest Houses,LAGOON VIEW GUEST HOUSE AND RESTAURANT,"STATION KANDA, HORAWALA, HABURUGALA",5,A,Galle,Bentota,Benthota,,
Guest Houses,OCEAN VILLA,"NO. 14, JOHN KEELS HOUSING COMPLEX, PINWATTA, PANADURA",4,A,Kalutara,Panadura,Panadura,79.930813,6.655353
Guest Houses,HILL TOP HOLIDAY INN,"NO. 150, KANDALANDA, HIGH LEVEL ROAD, HOMAGAMA",10,B,Colombo,Homagama,Homagama,,
Guest Houses,SYZYGY GARDEN,"NO. 475, KURUNDANKULAMA ANURADHAPURA",7,B,Anuradhapura,Anuradhapura,Anuradhapura East,80.446212,8.346319
Guest Houses,KANRO HOLIDAY RESORT,"NO. 117, HANWELLA ROAD, TITTAPATHTHARA",7,B,Gampaha,Gampaha,Gampaha,80.084443,6.930542
Guest Houses,THE MOUNTAIN HEAVENS,"KITHAL ELLA, ELLA",9,A,Badulla,Ella,Ella,81.046036,6.871162
Guest Houses,SOLIS TOURIST REST,"NO. 217, NUPE, MATARA",10,A,Matara,Matara,Matara,80.536898,5.948347
Guest Houses,ANON REST,"YAPAGAMA, MATALE ROAD, DAMBULLA",18,A,Matale,Dambulla,Dambulla,80.653899,7.846443
Guest Houses,HOTEL WESTEERN,"NO. 35, FRANKFURT PLACE, COLOMBO 04",44,A,Colombo,Colombo,Colombo,79.855433,6.883914
Guest Houses,HOTEL GREEN VALLEY,"OLD COLOMBO ROAD, HANWELLA",18,A,Colombo,Colombo,Colombo,80.077071,6.909187
Guest Houses,LAGOON GARDEN,"KALAWILAWATTA, MORAGALLA, ALUTHGAMA",5,B,Kalutara,Beruwala,Beruwala,79.991388,6.445224
Guest Houses,GREENLANDS HOTEL,"3A, SHRUBERY GARDENS, BAMBALAPITIYA, COLOMBO 04",16,A,Colombo,Colombo,Thimbirigasyaya,,
Guest Houses,HOTEL ELEPHANT VIEW,"PINNAWALA, RAMBUKKANA",4,A,Kegalle,Rambukkana,Rambukkana,80.385921,7.298837
Guest Houses,HOTEL ROSILU,"NO. 60/5/A, KANDY ROAD, THIHARIYA, KALAGEDIHENA",6,B,Gampaha,Attanagalla,Attanagalla,80.068738,7.124225
Guest Houses,ISHAN HOTEL,"NO. 583, COLOMBO ROAD, UTUWANKANDA, MAWANELLA",10,A,Kegalle,Kegalle,Mawanella,80.428744,7.2519
Guest Houses,SURFING VILLA,"WELHANGODA, AHANGAMA,",6,B,Galle,Habaraduwa,Habaraduwa,80.348913,5.978203
Guest Houses,HOTEL BLUE NOTE,"NO. 424, GALLE ROAD, HIKKADUWA",9,B,Galle,Hikkaduwa,Hikkaduwa,80.104097,6.12801
Guest Houses,OLANKA HOTEL AND RESTAURANT,"NO. 9TH LANE, MILE POST, KARUWALAGASWEWA, PUTTLAM",8,B,Puttalam,Karuwalagaswewa Pradeshiya,Karuwalagaswewa,79.959919,8.057558
Guest Houses,OASIS GREEN GARDEN TOURISRT GUEST HOUSE,"UDUGAMPOLAWATTA, PAHALAGAMA, GAMPAHA",10,A,Gampaha,Gampaha,Gampaha,,
Guest Houses,HOTEL SUMADAI,"NO. 61, BANDARAWATHTHA, BERUWALA",21,A,Kalutara,Beruwala,Beruwala,79.975532,6.467535
Guest Houses,VILLA PALMA BEACH RESORT,"BEACH ROAD, PAMUNUGAMA, JA-ELA",19,A,Gampaha,Gampaha,Ja-Ela,79.84844,7.085179
Guest Houses,AIR LINK REST INN,"NO. 580, NEGOMBO ROAD, SEEDUWA",15,A,Gampaha,Katunayake-Seeduwa,Katana,79.877075,7.12633
Guest Houses,AUBRONA HOTEL,"NO. 81, NEW ROAD, HUNUPITIYA WATTALA",50,A,Gampaha,Kelaniya,Kelaniya,79.907996,6.982729
Guest Houses,HOTEL DHAMMIKA,"YADDEHIMULLA ROAD, UNAWATUNA, GALLE",6,B,Galle,Habaraduwa,Habaraduwa,80.246331,6.009779
Guest Houses,AMICO RESTAURANT AND GUEST HOUSE,"NO. 138/1, GAMPOLA ROAD, NAWALAPITIYA.",5,B,Kandy,Pasbage Korale,Koralai Pattu,,
Guest Houses,AMALYA REACH RESORT,"NO. 556, MORAGAHAHENA ROAD, PITIPANA NORTH, HOMAGAMA",16,A,Colombo,Homagama,Homagama,80.021092,6.840281
Guest Houses,ASIAN JEWEL HOTEL,"""FIELD VIEW"", BADDEGAMA ROAD, NALAGASDENIYA, HIKKADUWA",7,B,Galle,Hikkaduwa,Hikkaduwa,80.118417,6.14168
Guest Houses,NIPPON INN,"NO. 466, ARTIGALA ROAD, MEEGODA",6,A,Colombo,Homagama,Homagama,,
Guest Houses,TRANSEND HOLIDAY RESORT,"""THUSITHA"" , SIYAMBALAGODA, POLGASOWITA",5,B,Colombo,Homagama,Homagama,,
Guest Houses,LEOPARD DEN,"WILPATTU JUNCTION, PAHALAMARAGAHAWEWA",12,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.202998,8.260678
Guest Houses,NEW EVEREST CHINESE RESTAURANT AND GUEST HOUSE,"NO. 11/3, MANKADA ROAD, KADAWATHA",8,A,Gampaha,Biyagama,Biyagama,,
Guest Houses,NEW IMPERIAL GUEST HOUSE,"NO. 500, GALLE ROAD, WEWALA, HIKKADUWA",5,B,Galle,Hikkaduwa,Hikkaduwa,80.10559,6.127181
Guest Houses,SADAMIN GUEST HOUSE,"NO. 11, WEWELDUWA ROAD, HUNUPITIYA, WATTALA",10,A,Gampaha,Kelaniya,Kelaniya,,
Guest Houses,NADEESHA HOLIDAY INN AND RESTAURANT,"MATHARA ROAD, KAMBURUPITIYA",6,B,Matara,Kamburupitiya,Kamburupitiya,,
Guest Houses,NEDAGAMUWA VILLAGE INN,"NO. 76, UDUGAMPOLA ROAD, NEDUGAMUWA, KOTUGODA",7,A,Gampaha,Minuwangoda,Minuwangoda,79.94518,7.122843
Guest Houses,NEW DRAGON RESTAURANT AND GUEST HOUSE,"NO. 448, GALLE ROAD, NALLURUWA, PANADURA",5,B,Kalutara,Panadura,Kalutara,,
Guest Houses,DIYALUMA FALLS INN,"NO. 14, DIYALUMA, KOSLANDA",9,A,Badulla,Haldummulla,Haldummulla,81.030733,6.72828
Guest Houses,NATHALIA TOURIST HOTEL,"NO. 636/1, LIYANAGEMULLA, SEEDUWA",12,B,Gampaha,Katana,Katana,79.874098,7.146048
Guest Houses,RAASHI LAKE RESORT,"374/4, GALLE ROAD, GORAKANA, KESELWATTE",16,B,Kalutara,Panadura,Panadura,79.896623,6.764255
Guest Houses,HOTEL THUSHARA,"WELIMADA ROAD, BORALANDA",10,B,Badulla,Welimada,Welimada,,
Guest Houses,SRI GEMUNU GUEST HOUSE,"DALAWELLA, UNAWATUNA, GALLE",20,A,Galle,Habaraduwa,Habaraduwa,80.262016,6.000509
Guest Houses,VICTORIYA REACH TOURIST GUEST HOUSE,"133/2, HANGURANKETHA ROAD, GURUDENIYA.",6,B,Kandy,Kandy,Kandy,80.673613,7.275099
Guest Houses,VICTORY INN,"NO. 65, WELLAWAYA ROAD, MONARAGALA",12,A,Moneragala,Thissamaharama,Moneragala,81.347934,6.868747
Guest Houses,VARNIAS BEACH VILLA,"NO. 6/1, SEA VIEW ROAD, LEWIS PLACE, NEGOMBO",6,A,Gampaha,Negombo,Negombo,,
Guest Houses,SUMMER CLUB,"RIVER VIEW ROAD, HIRANA, PANADURA",5,B,Kalutara,Panadura,Panadura,79.945353,6.743163
Guest Houses,SASELL GUEST HOUSE,"NO. 224, OLD GALLE ROAD, PALLIMULLA, PANADURA",8,A,Kalutara,Panadura,Panadura,,
Guest Houses,SANHINDA REST,"NO. 10, REGIS ILLEPERUMA MAWATHA, ULUVITIKE, GALLE",5,B,Galle,Bope,Bope-Poddala,,
Guest Houses,SOLIS TOURIST GUEST HOUSE,"NO. 533 1/1, NAWALA ROAD, RAJAGIRIYA",14,A,Colombo,Sri Jayawardenapura-Kotte,Colombo,,
Guest Houses,SOUTH BEACH RESORT,"POLOYAMODARA WATTHA, KATHALUWA, AHANGAMA",22,A,Galle,Habaraduwa,Habaraduwa,80.336367,5.982629
Guest Houses,ST. LACHLAN HOTEL AND SUITES,"NO. 25, ST ANTHONYS LANE, ETHUKALA, NEGOMBO",16,A,Gampaha,Negombo,Negombo,79.842631,7.24018
Guest Houses,SEA VIEW GUEST HOUSE,"DEVALA ROAD, UNAWATUNA, GALLE",12,B,Galle,Habaraduwa,Habaraduwa,80.243747,6.010399
Guest Houses,SANOWIN GUEST HOUSE AND RESTAURANT,"NO. 223/1, KANDALANDU, HIGH LEVEL ROAD, HOMAGAMA",5,B,Colombo,Homagama,Homagama,,
Guest Houses,RAINBOW BEACH VILLA,"NO. 30/1, DHARMAPALA ROAD, MOUNT LAVINIA",18,B,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia,,
Guest Houses,SERENE BRIDGE RESORT,"NO. 182/2, HIGH LEVEL ROAD, WATARAKA, PADUKKA",10,A,Colombo,Homagama,Homagama,80.078141,6.854048
Guest Houses,HOTEL MIYORA,"YATIBERIYA, PITAWALA, NAWALAPITIYA",22,A,Nuwara Eliya,Nawalapitiya,Nuwara Eliya,80.43517,6.990179
Guest Houses,OLD FASHION GUEST HOUSE,"NO. 18, GAMPAHA ROAD, AMBAGAHAWATTA, MINUWANGODA",5,B,Gampaha,Minuwangoda,Minuwangoda,79.94703,7.163702
Guest Houses,HOTEL WINDSURF,"NO. 15A, DE ZOYSA AVANUE, MOUNT LAVINIYA",12,B,Colombo,Colombo,Ratmalana,,
Guest Houses,HIDEAWAY RESORT,"ULLE, POTTUVIL",13,B,Ampara,Ampara,Pottuvil,81.831908,6.841615
Guest Houses,SUNRAY INN,"NO. 156, KANDY ROAD, DAMBULLA",8,A,Matale,Dambulla,Dambulla,80.652218,7.861287
Guest Houses,OCEAN VIEW TOUR INN,"NO. 34/4, DE SERAM ROAD, MOUNT LAVINIYA",23,A,Colombo,Colombo,Mount Lavinia,79.863653,6.839774
